,A,B,C,D
2.3,0.30138722007551033,0.10014570059111547,0.2408050472365943,0.23131136457921095
2.325,0.29980319428336805,0.09879230588574504,0.2384653941069278,0.23308968562471102
2.35,0.2980185165372943,0.0973207551306758,0.23664315640933667,0.23408810485082018
2.375,0.2970552331413297,0.09577825228686687,0.23485928630308067,0.23637250527070874
2.4,0.2951732564705668,0.0941205899173343,0.23248283963468508,0.23735866078290654
2.425,0.29448085257806395,0.09336011217294005,0.2305083632788782,0.23859634076464242
2.45,0.2938076548128135,0.09299157882636847,0.22777674097584208,0.23975985476427997
2.475,0.2926895781930642,0.09148062028219221,0.2263152680570044,0.2410635519803276
2.5,0.29128112507745724,0.09005888413605283,0.22397744179561557,0.24305226083359918
2.525,0.2890703569547807,0.0882215371291034,0.22267781360472305,0.24456239949115752
2.55,0.2876082377331034,0.08655729817440841,0.22133703994536025,0.2461243072440162
2.575,0.28628391379095725,0.0851905849065568,0.2193280722174532,0.24797405626564378
2.6,0.2853667022034667,0.08397383270994517,0.21831685063648543,0.24921080834448628
2.625,0.2844832921554628,0.08304993780155885,0.21697384320606708,0.2500996719836713
2.65,0.28245578354583056,0.08145958081984853,0.21617222535209854,0.2509002502680087
2.675,0.28088671155582684,0.0794488892172177,0.21436877762287312,0.25311669535446346
2.7,0.27915294134664376,0.07808823932953685,0.21295405793613303,0.253513230746756
2.725,0.27737410534866364,0.07666226294035763,0.21126583156659012,0.2553101729391096
2.75,0.2758941740510162,0.0754706543437568,0.20976166488268516,0.2565452084911445
2.775,0.274065958132125,0.07384331027994548,0.20735089836325915,0.2583613478182945
2.8,0.27353017355333187,0.07313153012610349,0.20570159093424778,0.25983419560656906
2.825,0.2720509143359115,0.07233021493178461,0.20332029961104403,0.2607976126428445
2.85,0.2713576092230619,0.0717309143795085,0.20217289832452992,0.26083995266316495
2.875,0.2703058917377713,0.07034185832229123,0.20098007989560415,0.26209258366162574
2.9,0.2693289038384462,0.06946287280025737,0.1994522527716533,0.26269126448632063
2.925,0.2682518682424069,0.06849292986542924,0.198763208922582,0.26336734225859215
2.95,0.26715621190984623,0.0667305477761245,0.19751204538023232,0.26572523052108454
2.975,0.2670056109247712,0.06646682214144602,0.19584639822796415,0.26712452288777916
3.0,0.2665424920954632,0.06588313030286266,0.19482414688906374,0.26838435689015583
3.025,0.2668640333047068,0.06551280530284255,0.19343650212375538,0.2691834400447053
3.05,0.26580869373869737,0.06413734208825794,0.19257835113204697,0.27069449720021455
3.075,0.26568896563816363,0.06397538004898291,0.19037102400944683,0.2714510037738573
3.1,0.265037996367154,0.06344102789337043,0.18975806240831294,0.27209606481111576
3.125,0.2636017389148168,0.06245568047380713,0.1887828320025558,0.2721978937122516
3.15,0.26278935045330426,0.06159326139456303,0.18692072171718488,0.27296718344210147
3.175,0.26177353292348504,0.06031120179181191,0.18534120374767543,0.27454166437045574
3.2,0.2613526083144894,0.05979105544739813,0.18373131466837025,0.2759490289980876
3.225,0.26088875391560107,0.0593618834891662,0.1817021185658094,0.27681124957285586
3.25,0.2605851058264744,0.058688381448707305,0.18120984842008997,0.2772020595857549
3.275,0.2592879875481892,0.058018723593528936,0.18045473272193902,0.2777531684126293
3.3,0.25924108056822515,0.05783014650264399,0.18035868654362786,0.27879301810791995
3.325,0.25911687764603386,0.05641502647490982,0.17856219517632713,0.28042059196024144
3.35,0.25736896831410033,0.05535375824336313,0.17814129523853184,0.28090628175377597
3.375,0.25792127866383685,0.05549126488856757,0.17710480131327633,0.2806144295171506
3.4,0.25654789926832217,0.05408598748646459,0.1757755393342317,0.28233387696095563
3.425,0.2564833950778598,0.053614666531051944,0.17511916394800278,0.2833560037384759
3.45,0.25505423256844306,0.052643801023312904,0.1732517176421292,0.28396786727045203
3.475,0.2539613032740845,0.051697333362265466,0.17141189110585497,0.2860596567002252
3.5,0.25204626109353356,0.05042555652328688,0.17119330531892446,0.2870849776911373
3.525,0.2517945271452516,0.05041485757128473,0.16964857816617523,0.28744956852722253
3.55,0.25103068723899125,0.04934352241309754,0.16970505219427645,0.2884073199167947
3.575,0.25018261181138585,0.04868635215854652,0.1689662740581743,0.2890511361347278
3.6,0.2494439858321179,0.04789045363379176,0.16721814020553596,0.29014064510164295
3.625,0.24938570142920052,0.047822172763382596,0.16725704138374914,0.2904120230889639
3.65,0.24956422620656676,0.04739363741879753,0.1665893152835978,0.2920532135209305
3.675,0.24846269049338823,0.04646218243331232,0.1662742322908584,0.2933741822763138
3.7,0.2480246395370818,0.046094213173852185,0.16555843105491735,0.294479151103294
3.725,0.24807203271398678,0.04573787137904566,0.1645081342227692,0.2952981482245137
3.75,0.24747834758576673,0.04496737828489786,0.16323575241187666,0.2965019636304524
3.775,0.24713132901395166,0.04386820308250725,0.16308540278539674,0.29798432552508414
3.8,0.24655111088019543,0.0432810484324825,0.16235169710875064,0.2983419311476529
3.825,0.24613626796274463,0.042186778097648384,0.16099788848451285,0.30039919774234336
3.85,0.24544676325317336,0.04186744830824707,0.15922463753320892,0.301385519675705
3.875,0.24417770923866206,0.04099658140409037,0.1583096440391962,0.30167919897612944
3.9,0.24340422972474632,0.04066147411362721,0.15756221620788352,0.30222325268489475
3.925,0.24246485712502924,0.039701119336387945,0.15646543291616988,0.30329989935638957
3.95,0.24116725151552743,0.039172401683818435,0.15652297799536696,0.30316839610547647
3.975,0.2401782706756921,0.03856200513345954,0.15574812088163656,0.3035960536013514
4.0,0.24032050361611318,0.038519499188034746,0.15469647484809154,0.30399700892011533
4.025,0.23824954769895124,0.037877491450844,0.15510415237153,0.30380981057666084
4.05,0.23838220402867036,0.037791016563861544,0.1534899713141982,0.30384026805778724
4.075,0.23742777199357315,0.03700075382291457,0.15206005841092288,0.3046993865813387
4.1,0.2373850694693718,0.037459453947186076,0.15111482960598638,0.304806513461063
4.125,0.23654515479101315,0.036154472074805245,0.1504026971979155,0.3062290991589237
4.15,0.23703209658006325,0.03617144207967676,0.14873592257093463,0.3068909782936536
4.175,0.23633104853556386,0.03606043911852792,0.14734759651269866,0.30760573491441145
4.2,0.23552754687093055,0.03563171605113215,0.1467545919494872,0.30779662450323086
4.225,0.23523498307182117,0.03501972709535964,0.14606478861279124,0.3091175379054922
4.25,0.23585689737895982,0.035008914107716484,0.14600535936937425,0.3093651513048564
4.275,0.23486879064352228,0.03472383280783288,0.1450837829186555,0.30950991388244825
4.3,0.23456724663163028,0.034070541764127396,0.14486548397516072,0.31041537156576954
4.325,0.2345930359941859,0.03371240308253443,0.14274445125650045,0.31176364118708866
4.35,0.23402470822702667,0.03353613929034525,0.14320418290054018,0.3117381150087921
4.375,0.23316474161409487,0.03319839883089094,0.14271555639403377,0.31111649414787723
4.4,0.23275183514954195,0.03223852057624438,0.1417988494154486,0.31224779989600554
4.425,0.2327980395440973,0.03186681121621698,0.14083025426991042,0.31357174765485474
4.45,0.23229256082279218,0.03130103867105768,0.1392040509723166,0.3139207645790988
4.475,0.2319757025793078,0.030618618116106444,0.13951020405421447,0.3144380965564336
4.5,0.2325136288600625,0.030969299971735205,0.13801886137137728,0.31566919356457634
4.525,0.23210756695076917,0.03067941838363634,0.13782879630200565,0.31545357940252144
4.55,0.23160504156521247,0.030043922930156803,0.13814722929480341,0.317046801726246
4.575,0.23204725229155668,0.030521751051136064,0.1379034757791267,0.3176295450112029
4.6,0.23129829215679232,0.03043217468886227,0.13749272221720849,0.31744958466923323
4.625,0.23118138498284754,0.030409385391232387,0.1364606292698604,0.317104290371447
4.65,0.23066153389000646,0.030034340142418674,0.13548636788423646,0.3180494976735638
4.675,0.2298139238931499,0.02932231721978351,0.1347126104771299,0.31844232843540426
4.7,0.23067481597478623,0.02940212619611799,0.13354929406553603,0.31996963355871333
4.725,0.23026944275303676,0.028590102865393208,0.13374424304194676,0.31996178640563255
4.75,0.23010589856080507,0.028628425401499933,0.13319224288045178,0.3210182327573912
4.775,0.22906868361104,0.027429660601954578,0.1328196681503613,0.3217629270843673
4.8,0.22927768930088288,0.027551504571461303,0.13142120286255143,0.32239197011709436
4.825,0.22875174626158676,0.027919653415578626,0.13023251799508043,0.3224069268078349
4.85,0.22824895138953566,0.027598975648743744,0.128599776019003,0.32321031323545996
4.875,0.22724250416103853,0.026781531216842496,0.12831253334686166,0.3234476615799607
4.9,0.22740323542022411,0.026937614444523618,0.12824730968624484,0.3230791215225027
4.925,0.22668201593071086,0.026037167093008143,0.12764777594234442,0.3231617664874501
4.95,0.22653671713010343,0.025517495599632106,0.1275103226836802,0.32481328312514723
4.975,0.22667534545021412,0.025346702273190604,0.1268168082474044,0.32512554101680796
5.0,0.2268508737277603,0.02516568665591602,0.1259640471612132,0.32619954442866245
5.025,0.22581828554948163,0.0244605589445352,0.12547520749480595,0.3266460375797613
5.05,0.2259532257755781,0.02468300369083139,0.12583101143562794,0.3270968866943764
5.075,0.22608486357948082,0.02455061113771048,0.126065391626666,0.327318905501833
5.1,0.2255902756149844,0.02389347218908647,0.12523673475857994,0.3282695855959319
5.125,0.22588024621038688,0.024691528050870208,0.12375652375947586,0.32801918223230103
5.15,0.22555518675982708,0.02403592319368139,0.12322306779625666,0.32877685673772183
5.175,0.2263699403535056,0.024667206442752245,0.12272190520161977,0.3290020807087061
5.2,0.2255105657580433,0.024035033888794664,0.12201591150620544,0.329590332305091
5.225,0.22477965207852704,0.023359848276312153,0.12078441617531702,0.33079431235663687
5.25,0.22394054248744696,0.023008879861949823,0.12022419216322289,0.3307622718823862
5.275,0.22360340285668565,0.022809670383634413,0.1194119044748829,0.33081651800380363
5.3,0.22433840580964287,0.023324889162631878,0.11764986681657848,0.3311444450103815
5.325,0.22426316180580205,0.023280837554629983,0.11673469098440176,0.3317339398275707
5.35,0.22338534880386576,0.02257321417133853,0.11687706148664558,0.33189672531946
5.375,0.2233505779660418,0.022594020481174495,0.1165254765011043,0.3324440203396833
5.4,0.22349690263174715,0.02240637547754815,0.1157595877903999,0.3334591861910244
5.425,0.22331885392340758,0.02256860419798397,0.11465063948231394,0.33339066161650227
5.45,0.2225266325183109,0.02169494199949403,0.11382536240374459,0.3343782232763964
5.475,0.2217891224388009,0.021716060169718582,0.11315774786909691,0.3343813929008131
5.5,0.22131088213417513,0.022101162722212245,0.11208262196068552,0.3336311472196783
5.525,0.22108783362045567,0.021733152951324313,0.11154894655575537,0.334819523482064
5.55,0.22064259787619678,0.021422099317604745,0.11206715932549338,0.33461947501935996
5.575,0.22098216116639668,0.021426669888419642,0.11099913757687227,0.3349830082584097
5.6,0.2213461238485903,0.021475579233382926,0.1114015351801289,0.3355348128300111
5.625,0.22197078259355882,0.021595669305931226,0.11104595037820429,0.3363840001403749
5.65,0.2217403434262524,0.02184625944586711,0.1105576058556631,0.33642885986526305
5.675,0.2214135439441323,0.021432213399651737,0.11011089867778474,0.33732890290841805
5.7,0.2220663476780491,0.02135344253021848,0.11026698064671298,0.33731695091995234
5.725,0.22172880884187854,0.02115675084067712,0.10984417689356385,0.3369467831892918
5.75,0.22263296946170974,0.021390133399797343,0.10926407255346136,0.33732856989845234
5.775,0.22184517035073542,0.020868449678879734,0.10889704998557412,0.33750573419660784
5.8,0.22162738060381482,0.020133723499109978,0.10866597484690922,0.33820841205567237
5.825,0.2211434082812984,0.019406496314118536,0.10846618668536655,0.3386728968981678
5.85,0.22103244191264124,0.019377759340581054,0.10801693329441171,0.33840459032873305
5.875,0.22096272649551346,0.019637555154997804,0.10666152026680988,0.33842970756982116
5.9,0.22038951348974212,0.01924090184344721,0.10634780906361067,0.3383208765504142
5.925,0.21991345479664148,0.019071582936589903,0.10532984086142883,0.33817432933367886
5.95,0.21887285967593317,0.018797606174399406,0.10376350129649278,0.3382941999467639
5.975,0.21945503332202979,0.01865502693772575,0.10351385177650808,0.33945239670006966
6.0,0.21971088366452873,0.018868530840888454,0.10309386593998601,0.33901911135796486
6.025,0.21997183190819503,0.01845353973914058,0.10369391011101166,0.33946528025572303
6.05,0.21990609794484894,0.018242376315026856,0.10292267180750388,0.3399901431732431
6.075,0.21955617426880839,0.018478620311292063,0.10227591056705015,0.3391284154459086
6.1,0.21979637272368793,0.018547204314688127,0.10208972029077304,0.33862629771395364
6.125,0.21892038221953203,0.017637953743916256,0.10207245879680922,0.33929419946154515
6.15,0.21823836733339752,0.017039484841559434,0.1014828819249917,0.33965110801851145
6.175,0.2172481569171318,0.016835224462336665,0.10164929280696303,0.3392687925520538
6.2,0.21774736650473692,0.01668853321992741,0.10084996853978179,0.3401850402042247
6.225,0.2182271033365109,0.01721746462688244,0.09984292854247231,0.3403599531368797
6.25,0.2180655048253586,0.016305053896269347,0.09876099954473917,0.34208625240884627
6.275,0.2177636892216384,0.015800097470056482,0.0973383979791297,0.34205478286385854
6.3,0.21677132603071902,0.015730673233864838,0.09758224191443363,0.34153415925592073
6.325,0.2162723677733152,0.015678365846252793,0.09716165138039096,0.341135101242572
6.35,0.2163011923443079,0.01571773470442928,0.0961676300209306,0.3412654519575711
6.375,0.21532643802265736,0.01505489455288153,0.09716516007733993,0.3410933146000936
6.4,0.2153252602302589,0.014900964828483187,0.0955868095725892,0.34184906709770785
6.425,0.2146014178771696,0.014497192028799686,0.09512676693241763,0.34192183998821873
6.45,0.21449635116632837,0.01413268853827626,0.09553065077507064,0.3423668245516998
6.475,0.2137688489418682,0.013803352268903212,0.09482937538192895,0.3420335720361961
6.5,0.21369392479815255,0.014164194644507305,0.09447199383352166,0.3413922340879739
6.525,0.21370233460065421,0.014146447332861327,0.09427514479003635,0.341841761985413
6.55,0.21370886617316737,0.013963743069660486,0.09349274424160675,0.34307416182490325
6.575,0.21300364412338724,0.013611760685036566,0.09378979072042459,0.343412112486552
6.6,0.2132296229548012,0.01322640111994809,0.09304064843367144,0.3440501150100794
6.625,0.21194391145046473,0.012634618008179522,0.09340606379797724,0.3444529062020124
6.65,0.21129417613156393,0.013069844659331357,0.09126986695153803,0.3442252692342326
6.675,0.2108399842186894,0.012469611053225846,0.09063635502885688,0.34525096097787666
6.7,0.21072312551832234,0.012715255720521719,0.09023960547040863,0.34556021641694423
6.725,0.20967823790779966,0.011934519919926138,0.08978200217045272,0.3455962636867865
6.75,0.21094599561161023,0.012776063544113302,0.08794592771978499,0.34651042964365747
6.775,0.21192537984574347,0.013082411268492102,0.0870466604434172,0.347229818523724
6.8,0.21046670091814632,0.012323727012116122,0.08711078357494367,0.34700182303033344
6.825,0.2103017422599383,0.01284460934539202,0.08683182115435022,0.346068648756291
6.85,0.2103365834058956,0.012553773893071928,0.08732468733981913,0.34707624067544185
6.875,0.21044113029335162,0.01211089907334882,0.08720713055208808,0.34762934763342834
6.9,0.21055293554168686,0.012448973143038083,0.0864949701969148,0.3476507319542836
6.925,0.20971096138257558,0.011936649017863706,0.08728513459683913,0.34733891666123784
6.95,0.20980109733374594,0.012001213193797785,0.08643098582697531,0.3475351430197626
6.975,0.2098389376270619,0.012390268690446082,0.08647285642733088,0.34698273444242705
7.0,0.20962830092525356,0.012300941225660883,0.08624881009295907,0.34757776128609685
7.025,0.20946695217672207,0.01227527333501977,0.0862286454816351,0.34732547654705537
7.05,0.2088495086312023,0.011770688238008885,0.0851134386179792,0.3477271834641638
7.075,0.20838471749098994,0.011139662602953024,0.08452378658758125,0.34861591771715417
7.1,0.2092392126244172,0.01145273984919358,0.08344459178571922,0.348796911067447
7.125,0.2091075548043398,0.01140600919472374,0.0829653671697252,0.34926728860719325
7.15,0.2092215743295178,0.010965880676010233,0.08364657285503019,0.3497689363158695
7.175,0.20885958549749986,0.011295672068927844,0.08332057937509724,0.349150639933049
7.2,0.20913612103643722,0.010964996966419047,0.08417715226748144,0.3493853925787487
7.225,0.2098338609989579,0.01172622181885249,0.08413922875072145,0.3488504507137857
7.25,0.21040090681462187,0.011655673108620866,0.08401940740960909,0.3501743072765825
7.275,0.21090133041476283,0.011559111969706442,0.08340224829252878,0.35034836501072725
7.3,0.21034332177529252,0.011019947331990933,0.08271360930800085,0.351046097923946
7.325,0.20962237475322903,0.010681514081090016,0.08258299548593359,0.3507838887276364
7.35,0.20921136038956165,0.010505075339681196,0.08317839207223938,0.3509028138508462
7.375,0.21094958357510019,0.011194311801615703,0.08231271404837986,0.35088365136445854
7.4,0.20998447365166628,0.0100337320609987,0.08277515701199482,0.3514275623710071
7.425,0.21017048068553598,0.00976806308867277,0.0821809727944605,0.35211347648168984
7.45,0.2092920102059795,0.009551252836808431,0.0819637556275045,0.3518139109017233
7.475,0.20909404371861906,0.009299435145480588,0.0811141202753705,0.35250322865641315
7.5,0.20863100281039815,0.009230699050207833,0.08192736208398614,0.35251647915163326
7.525,0.209033943284281,0.009091866485864086,0.08146370437622477,0.35347118791235344
7.55,0.2090523025996759,0.009585088987780079,0.08153101450173736,0.3531867767594249
7.575,0.2089009412858945,0.009277089581866455,0.08206377042403419,0.35382417921103976
7.6,0.2089281598532436,0.009199182680717939,0.08197356367356552,0.35446408029335935
7.625,0.20897902582087813,0.009247222390728694,0.08196897381028614,0.35418307690435596
7.65,0.20920033456930945,0.009584213442595595,0.08062649637490717,0.3544046428532837
7.675,0.2088301938653495,0.00907809190429625,0.08116639529270976,0.3551363114165822
7.7,0.20775440937746914,0.00843930019048443,0.08103489450562458,0.3555877718136772
7.725,0.20850636763343328,0.008672641828083959,0.08119198548312023,0.3556777292310096
7.75,0.2083033793804215,0.00849921591303001,0.08071111051803459,0.35632056418804164
7.775,0.20861293809450082,0.00890948811333554,0.07991760927247307,0.3565151787683021
7.8,0.20845544029850985,0.008641138158543038,0.08055781581193043,0.3567582437631301
7.825,0.2091108063893029,0.008680401741762938,0.08065570495875149,0.3569192075391577
7.85,0.20986576639462423,0.008623825638171566,0.0808783130200301,0.35630870604059695
7.875,0.21041734046782068,0.008825491754537522,0.07952686279128564,0.3570924710797683
7.9,0.21019381767836076,0.008849059073798626,0.0796355056435133,0.3568788482435583
7.925,0.21014774985327994,0.008567293849339748,0.07862371769113266,0.35767742866554264
7.95,0.2101364411761198,0.009162849164302952,0.07943867385490813,0.35688118722219403
7.975,0.2100931569142048,0.009527143370621318,0.07780930793295349,0.35716230758086004
8.0,0.2101337813034719,0.009686947088873332,0.07822184942431953,0.35728368729079374
8.025,0.210084385097854,0.00845495116053552,0.07913044339198698,0.35889190086609024
8.05,0.20972936982355464,0.008180234733783133,0.07869633727812818,0.36007835032134766
8.075,0.20905415046618941,0.008062610670405018,0.079751773784457,0.35911355124022726
8.1,0.20886584537166247,0.007824672094527814,0.08022873123658664,0.3587521215754107
8.125,0.20854041173879576,0.008177532375457838,0.07981315645225963,0.35880496691879193
8.15,0.20802611028619572,0.00783378297551575,0.08025393862134388,0.35849628865740574
8.175,0.2077338709188183,0.007695540215630088,0.07922250634916991,0.3593352923325291
8.2,0.20756045154518585,0.00704032219929676,0.079012559287633,0.3597632396581142
8.225,0.20723256188026473,0.006580833454631681,0.07914904800516324,0.36030605556268586
8.25,0.20682354345089227,0.006071937557988724,0.07938501373098882,0.36019365340867
8.275,0.20702012128170014,0.005752442393805917,0.07945093870792783,0.3602451043047349
8.3,0.20681155488084493,0.006137707206627146,0.07903486333448757,0.35970677884705277
8.325,0.20667368995661112,0.00561124412510302,0.07947221110224782,0.3605659998039313
8.35,0.20670038166477325,0.005852415878016602,0.07921978309611052,0.36001765794995605
8.375,0.2070742487099675,0.005869722679840787,0.07967936317365562,0.36063410874101914
8.4,0.20724446808638136,0.005830831565175839,0.07964946745186266,0.3608865505296331
8.425,0.20772230671302722,0.006293439107978164,0.07853471757064437,0.3613043860851783
8.45,0.2078988667447822,0.00656348352187967,0.07843159610108108,0.3617306602880038
8.475,0.20802600966058343,0.00667353023316049,0.07826529439158253,0.36131518214518993
8.5,0.20739438644329006,0.00697897005520931,0.07834889609647187,0.3612172366259188
8.525,0.20780190356740547,0.006825539934687125,0.0780812188114274,0.3620169804933619
8.55,0.20810034160229318,0.007081560138187355,0.0774701333895336,0.36196907544879936
8.575,0.2073512437001941,0.0062330618575862475,0.07756230731973052,0.3624366241827895
8.6,0.20670875452206167,0.006122265422023768,0.07675865236841053,0.3620366201721751
8.625,0.20674534853424678,0.006066081167637485,0.07634960440043927,0.36230507726952094
8.65,0.20636529200590487,0.006201067902441315,0.07629612739233319,0.36196988049952095
8.675,0.20669343077730856,0.006738038102747897,0.07542977853120325,0.36137260464065785
8.7,0.20569948511156597,0.0063333076608748035,0.0746578737356232,0.3616874083018821
8.725,0.20555943656851963,0.006486535779807342,0.07483839174744575,0.36126704832946993
8.75,0.20506237436410385,0.00655353709089246,0.07528587539234319,0.36145983435255796
